ID_Turno,Fecha,Actor_Final,Rol_Final,Grupo_Actor,HD_Score_Oro,HD_Clase_Oro,Evidencia_Oro,Lex_Score,Score_Fuera_De_Pliegue,Pred_Fuera_De_Pliegue,Acierta
RPM-2013-12-12:T56,2013-12-12,Manuel Marfán Lewis,Vicepresidente del Banco Central,CONSEJO,0.0,NEUTRAL,así como también un sesgo neutral en el Comunicado,-0.0909,-0.4652,NEUTRAL,SI
RPM-2014-01-16:T45,2014-01-16,Enrique Marshall Rivera,Consejero,CONSEJO,0.0,NEUTRAL,"las noticias del último mes son, en general, coherentes con el escenario base",-0.5,0.0718,NEUTRAL,SI
RPM-2014-04-17:T73,2014-04-17,Joaquín Vial Ruiz-Tagle,Consejero,CONSEJO,-0.25,NEUTRAL,"ya se ha dado un estímulo monetario importante, al punto que hoy el equivalente real de la TPM es cercano a 0",0.1429,-0.0048,NEUTRAL,SI
RPM-2014-05-15:T8,2014-05-15,Pablo García Silva,Consejero,CONSEJO,0.5,HAWKISH,los riesgos en Estados Unidos de América están claramente sesgados hacia una mayor inflación y mayores tasas de interés,0.5556,0.0085,NEUTRAL,NO
RPM-2014-07-15:T30,2014-07-15,Sebastián Claro Edwards,Consejero,CONSEJO,-0.25,NEUTRAL,explicada por el débil desempeño de la inversión y del consumo,-0.5556,-0.0741,NEUTRAL,SI
RPM-2014-09-11:T10,2014-09-11,Sebastián Claro Edwards,Consejero,CONSEJO,0.0,NEUTRAL,la depreciación del peso chileno ha sido mayor que la registrada por las monedas de los demás países de la región,0.0,-0.096,NEUTRAL,SI
RPM-2014-10-16:T15,2014-10-16,Pablo García Silva,Consejero,CONSEJO,-0.5,DOVISH,lo que configura un escenario de mucha debilidad de crecimiento en las economías avanzadas y emergentes,0.4286,-0.1843,NEUTRAL,NO
RPM-2014-11-18:T15,2014-11-18,Miguel Fuentes Díaz,Gerente de Análisis Macroeconómico,STAFF,-0.5,DOVISH,"se anticipa una caída de 0,8% para el presente año",-0.4286,-0.3221,NEUTRAL,NO
RPM-2015-02-12:T34,2015-02-12,Pablo García Silva,Consejero,CONSEJO,0.0,NEUTRAL,"el principal foco de preocupación debe ser la inflación, especialmente por la proximidad del IPoM",0.4286,-0.047,NEUTRAL,SI
RPM-2015-04-16:T39,2015-04-16,Miguel Fuentes Díaz,Gerente de Análisis Macroeconómico,STAFF,-0.25,NEUTRAL,cifra inferior al 2% estimado,0.0,-0.0551,NEUTRAL,SI
RPM-2015-05-14:T61,2015-05-14,Sebastián Claro Edwards,Consejero,CONSEJO,0.0,NEUTRAL,solo cabe favorecer la mantención de la TPM en 3% y el tono del último Comunicado,-0.5,-0.2208,NEUTRAL,SI
RPM-2015-08-13:T53,2015-08-13,Alberto Naudon Dell'Oro,Gerente de División Estudios,STAFF,0.5,HAWKISH,dan cuenta de una dinámica inflacionaria significativamente mayor que la prevista hace solo un par de meses,0.7333,0.4072,HAWKISH,SI
RPM-2015-10-15:T50,2015-10-15,Miguel Fuentes Díaz,Gerente de Análisis Macroeconómico,STAFF,-0.25,NEUTRAL,"la inflación esperada a un año ha descendido, pero se mantiene sobre 3,5%",0.0,-0.2594,NEUTRAL,SI
RPM-2015-12-17:T12,2015-12-17,Diego Gianelli Gómez,Jefe del Departamento Análisis Internacional,STAFF,-0.25,NEUTRAL,el precio de los commodities registró una caída generalizada en el último mes,0.0,-0.3265,NEUTRAL,SI
RPM-2005-02-10:T24,2005-02-10,Manuel Marfán Lewis,Consejero,CONSEJO,0.0,NEUTRAL,sería conveniente dejarlos para hacer un análisis de la coyuntura más consistente,0.0,-0.0421,NEUTRAL,SI
RPM-2005-05-12:T12,2005-05-12,Nicolás Eyzaguirre Guzmán,Ministro de Hacienda,HACIENDA,0.0,NEUTRAL,es adecuada y que se le denomina así para diferenciarla de lo que podrían ser expectativas inflacionarias,0.4286,0.0803,HAWKISH,NO
RPM-2005-07-12:T46,2005-07-12,Jorge Desormeaux Jiménez,Consejero,CONSEJO,0.75,HAWKISH,"vota por subir la tasa de política monetaria en 25 puntos base, hasta 3,5% anual",0.6923,0.9356,HAWKISH,SI
RPM-2005-11-10:T2,2005-11-10,Vittorio Corbo Lioi,Presidente del Banco Central,CONSEJO,0.0,NEUTRAL,"El señor Presidente fija la sesión de política monetaria del mes de mayo de 2006, para el día 11 de ese mes",0.0,-0.1664,NEUTRAL,SI
RPM-2006-02-09:T42,2006-02-09,Manuel Marfán Lewis,Consejero,CONSEJO,0.75,HAWKISH,vota por elevar la tasa de política monetaria en 25 puntos base,-0.5,0.2244,HAWKISH,SI
RPM-2006-07-13:T64,2006-07-13,Enrique Marshall Rivera,Consejero,CONSEJO,0.5,HAWKISH,"vota por subir la tasa de política monetaria a 5,25%",0.4783,0.6456,HAWKISH,SI
RPM-2006-08-10:T41,2006-08-10,Enrique Marshall Rivera,Consejero,CONSEJO,0.0,NEUTRAL,"su voto es por mantener la tasa de política monetaria en su actual nivel de 5,25%",-0.0909,-0.2083,DOVISH,NO
RPM-2006-11-16:T36,2006-11-16,Klaus Schmidt-Hebbel Dunker,Gerente de Investigación Económica,STAFF,-0.25,NEUTRAL,escenarios alternativos al de mantención de la tasa de política monetaria,0.5,-0.2536,NEUTRAL,SI
RPM-2006-12-14:T63,2006-12-14,Vittorio Corbo Lioi,Presidente del Banco Central,CONSEJO,0.0,NEUTRAL,"también vota por mantener la tasa de política en 5,25%",-0.6,-0.3744,NEUTRAL,SI
RPM-2007-02-08:T53,2007-02-08,Manuel Marfán Lewis,Consejero,CONSEJO,0.0,NEUTRAL,su voto es por mantener la tasa de política monetaria en el nivel actual,-0.4545,-0.1196,NEUTRAL,SI
RPM-2007-06-14:T45,2007-06-14,Igal Magendzo Weinberger,Gerente de Análisis Macroeconómico,STAFF,0.25,NEUTRAL,un sesgo explícito limita los grados de libertad para acciones posteriores,0.6216,0.8168,HAWKISH,NO
RPM-2007-09-13:T21,2007-09-13,Andrés Velasco Brañes,Ministro de Hacienda,HACIENDA,0.0,NEUTRAL,las estadísticas no son buenas ni malas,0.0,0.3902,HAWKISH,NO
RPM-2007-10-11:T66,2007-10-11,José De Gregorio Rebeco,Vicepresidente del Banco Central,CONSEJO,0.0,NEUTRAL,su voto es por mantener la Tasa de Política Monetaria en su actual nivel,0.1429,0.0145,NEUTRAL,SI
RPM-2007-12-13:T28,2007-12-13,José De Gregorio Rebeco,Presidente del Banco Central,CONSEJO,0.0,NEUTRAL,su gran duda junto al escenario internacional es respecto a lo que está sucediendo con las paridades,0.0,-0.041,NEUTRAL,SI
RPM-2007-12-13:T74,2007-12-13,Sebastián Claro Edwards,Consejero,CONSEJO,0.75,HAWKISH,la inflación se mantiene muy por sobre la meta y se espera que esto continúe por un tiempo,0.6667,0.5409,HAWKISH,SI
RPM-2008-02-07:T7,2008-02-07,Sergio Lehmann Beresi,Gerente de Análisis Internacional,STAFF,-0.25,NEUTRAL,éstas han caído fuertemente,0.0,-0.3582,NEUTRAL,SI
RPM-2008-05-08:T51,2008-05-08,Enrique Marshall Rivera,Consejero,CONSEJO,0.25,NEUTRAL,en dicho mercado no se advierte una desaceleración en la tasa de crecimiento del empleo,-0.4286,-0.2107,NEUTRAL,SI
RPM-2008-06-10:T103,2008-06-10,Jorge Desormeaux Jiménez,Vicepresidente del Banco Central,CONSEJO,0.75,HAWKISH,"vota por subir la Tasa de Política Monetaria a 6,75%",0.1579,0.4612,HAWKISH,SI
RPM-2008-07-10:T87,2008-07-10,Sebastián Claro Edwards,Consejero,CONSEJO,0.75,HAWKISH,La primera es el alto registro de la inflación de junio,0.5556,0.9304,HAWKISH,SI
RPM-2008-09-04:T42,2008-09-04,Pablo García Silva,Gerente de División Estudios,STAFF,0.25,NEUTRAL,existe un efecto más de presiones de costo hacia mediano plazo,0.6667,0.164,NEUTRAL,SI
RPM-2009-02-12:T55,2009-02-12,José De Gregorio Rebeco,Presidente del Banco Central,CONSEJO,-0.5,DOVISH,"el crecimiento de la economía mundial es del orden de 0,7% ó 0,6% menor",0.0,-0.1321,NEUTRAL,NO
RPM-2009-05-07:T68,2009-05-07,Claudio Soto Gamboa,Gerente de Análisis Macroeconómico,STAFF,-0.25,NEUTRAL,las tasas de colocaciones han seguido disminuyendo,-0.2,0.0044,NEUTRAL,SI
RPM-2009-07-09:T56,2009-07-09,Claudio Soto Gamboa,Gerente de Análisis Macroeconómico,STAFF,-0.5,DOVISH,"la tasa de desempleo llegó a 10,2% en mayo",-0.5,-0.1866,NEUTRAL,NO
RPM-2009-08-13:T42,2009-08-13,Claudio Soto Gamboa,Gerente de Análisis Macroeconómico,STAFF,-0.25,NEUTRAL,los salarios reales han experimentado un significativo aume,0.0,-0.0172,NEUTRAL,SI
RPM-2009-10-13:T70,2009-10-13,Jorge Desormeaux Jiménez,Vicepresidente del Banco Central,CONSEJO,0.0,NEUTRAL,depende de la validez que siga teniendo el escenario central de dicho Informe,0.4286,0.2389,NEUTRAL,SI
RPM-2010-01-14:T8,2010-01-14,Manuel Marfán Lewis,Vicepresidente del Banco Central,CONSEJO,-0.25,NEUTRAL,quizás está sostenida por un “respirador artificial”,0.0,-0.022,NEUTRAL,SI
RPM-2010-03-18:T51,2010-03-18,Matías Bernier Bórquez,Gerente de Mercados Financieros Nacionales,STAFF,0.0,NEUTRAL,no pueden considerarse como sustitutos de una FLAP a 180 días a tasa fija,0.0,-0.0353,NEUTRAL,SI
RPM-2010-04-15:T83,2010-04-15,José De Gregorio Rebeco,Presidente del Banco Central,CONSEJO,-0.25,NEUTRAL,el escenario macroeconómico sigue siendo altamente incierto,-0.1667,0.4467,HAWKISH,NO
RPM-2010-07-15:T11,2010-07-15,Sergio Lehmann Beresi,Gerente de Análisis Internacional,STAFF,0.25,NEUTRAL,"no solo han continuado ajustándose, sino que se esperan nuevas alzas",-0.5,-0.1091,NEUTRAL,SI
RPM-2010-09-16:T49,2010-09-16,Manuel Marfán Lewis,Vicepresidente del Banco Central,CONSEJO,0.0,NEUTRAL,"culmina, finalmente, en algún problema de vulnerabilidad externa",0.4286,0.2266,NEUTRAL,SI
RPM-2010-11-16:T3,2010-11-16,Sergio Lehmann Beresi,Gerente de Análisis Internacional,STAFF,-0.25,NEUTRAL,con el propósito de reestimular el crecimiento y reducir los riesgos deflacionarios,-0.3333,-0.0195,NEUTRAL,SI
RPM-2011-01-13:T82,2011-01-13,Enrique Marshall Rivera,Consejero,CONSEJO,0.5,HAWKISH,por entregar un comunicado que contenga un sesgo al alza,0.5,0.789,HAWKISH,SI
RPM-2011-05-12:T15,2011-05-12,Sergio Lehmann Beresi,Gerente de Análisis Internacional,STAFF,0.0,NEUTRAL,han tendido a enfriarse en la punta,-0.3333,-0.0069,NEUTRAL,SI
RPM-2011-06-14:T40,2011-06-14,Claudio Soto Gamboa,Gerente de Análisis Macroeconómico,STAFF,0.25,NEUTRAL,la proyección interna de actividad se ha corregido al alza por industria y sectores ligados al consumo,0.0,-0.0352,NEUTRAL,SI
RPM-2011-08-18:T70,2011-08-18,Beltrán de Ramón Acevedo,Gerente de División Operaciones Financieras,STAFF,-0.25,NEUTRAL,"la opción, en esta ocasión, es de mantener la TPM y retirar el sesgo",-0.6,-0.2684,NEUTRAL,SI
RPM-2011-10-13:T77,2011-10-13,Sebastián Claro Edwards,Consejero,CONSEJO,-0.25,NEUTRAL,no se puede descartar que un mayor deterioro externo o interno pueda llevar a una modificación de la política monetaria,-0.6,-0.7266,DOVISH,NO
RPM-2011-12-13:T40,2011-12-13,Claudio Soto Gamboa,Gerente de Análisis Macroeconómico,STAFF,-0.25,NEUTRAL,los encuestados de la EEE piensan mayoritariamente que la tasa bajará a 5%,-0.4286,-0.0367,NEUTRAL,SI
RPM-2012-02-14:T84,2012-02-14,Sebastián Claro Edwards,Consejero,CONSEJO,-0.25,NEUTRAL,no se pueden descartar bajas futuras de la tasa rectora,-0.6923,-0.1564,NEUTRAL,SI
RPM-2012-06-14:T18,2012-06-14,Joaquín Vial Ruiz-Tagle,Consejero,CONSEJO,-0.25,NEUTRAL,su petición de rescate es inminente,0.0,-0.0601,NEUTRAL,SI
RPM-2012-08-16:T31,2012-08-16,Claudio Soto Gamboa,Gerente de Análisis Macroeconómico,STAFF,0.25,NEUTRAL,que se traducirán en alzas en los precios nacionales,-0.4286,0.0616,NEUTRAL,SI
RPM-2012-10-18:T3,2012-10-18,Sergio Lehmann Beresi,Gerente de Análisis Internacional,STAFF,0.0,NEUTRAL,los mercados han vuelto a mostrar algunos progresos,-0.6,-0.2052,NEUTRAL,SI
RPM-2012-11-13:T59,2012-11-13,Joaquín Vial Ruiz-Tagle,Consejero,CONSEJO,0.0,NEUTRAL,se mantienen en líneas gruesas las tendencias observadas en las Reuniones anteriores,-0.5,-0.0891,NEUTRAL,SI
RPM-2012-12-13:T44,2012-12-13,Sebastián Claro Edwards,Consejero,CONSEJO,-0.25,NEUTRAL,la economía internacional continúa por una senda de lenta recuperación,-0.1667,-0.318,NEUTRAL,SI
RPM-2013-02-14:T32,2013-02-14,Rodrigo Vergara Montes,Presidente del Banco Central,CONSEJO,0.25,NEUTRAL,"si el mundo desarrollado comienza a crecer, el precio de los commodities se elevará",0.5556,0.2122,NEUTRAL,SI
RPM-2013-05-16:T31,2013-05-16,Manuel Marfán Lewis,Vicepresidente del Banco Central,CONSEJO,-0.25,NEUTRAL,una política monetaria algo más expansiva y otra fiscal ligeramente más contractiva,-0.4286,-0.054,NEUTRAL,SI
RPM-2013-08-13:T12,2013-08-13,Manuel Marfán Lewis,Vicepresidente del Banco Central,CONSEJO,0.0,NEUTRAL,enfrenta problemas de carácter fitosanitario,-0.3333,-0.0486,NEUTRAL,SI
RPM-2013-09-12:T55,2013-09-12,Joaquín Vial Ruiz-Tagle,Consejero,CONSEJO,0.0,NEUTRAL,mantener la Tasa de Política Monetaria en 5% anual,-0.6667,-0.1163,NEUTRAL,SI
RPM-2013-10-17:T5,2013-10-17,Sergio Lehmann Beresi,Gerente de Análisis Internacional,STAFF,0.0,NEUTRAL,una mera postergación de los problemas presupuestarios y del techo de la deuda,0.4286,-0.0011,NEUTRAL,SI
RPM-2013-11-19:T9,2013-11-19,Kevin Cowan Logan,Gerente de División Política Financiera,STAFF,-0.25,NEUTRAL,la contracción de su crecimiento podría ser mayor que lo proyectado hasta esta fecha,0.2,-0.5524,DOVISH,NO
RPM-2013-12-12:T50,2013-12-12,Joaquín Vial Ruiz-Tagle,Consejero,CONSEJO,0.0,NEUTRAL,"su voto es por mantener la TPM en 4,5% anual",-0.3333,-0.0135,NEUTRAL,SI
RPM-2014-02-18:T24,2014-02-18,Miguel Ricaurte Bermúdez,Gerente de Análisis Internacional (S),STAFF,0.25,NEUTRAL,el precio del petróleo se incrementó tras las revisiones al alza del crecimiento de los países desarrollados,0.0,-0.0585,NEUTRAL,SI
RPM-2014-04-17:T65,2014-04-17,Luis Óscar Herrera Barriga,Gerente de División Estudios,STAFF,-0.5,DOVISH,"recomienda mantener la TPM en 4,0% anual y mantener el sesgo a la baja en el Comunicado",-0.3846,-0.1648,NEUTRAL,NO
RPM-2014-05-15:T7,2014-05-15,Joaquín Vial Ruiz-Tagle,Consejero,CONSEJO,0.25,NEUTRAL,la sorpresa de la inflación al alza que denota un poco más de tensión inflacionaria,0.0,-0.0711,NEUTRAL,SI
RPM-2014-06-12:T63,2014-06-12,Pablo García Silva,Consejero,CONSEJO,-0.75,DOVISH,"su voto es por reducir la TPM en 25 puntos base, a 3,75% anual",-0.2727,-0.4653,DOVISH,SI
RPM-2014-08-14:T38,2014-08-14,Miguel Fuentes Díaz,Gerente de Análisis Macroeconómico,STAFF,-0.75,DOVISH,"recomienda reducir la TPM en 25 puntos base, a 3,5% anual",0.0588,-0.8642,DOVISH,SI
RPM-2014-09-11:T6,2014-09-11,Sergio Lehmann Beresi,Gerente de Análisis Internacional,STAFF,-0.25,NEUTRAL,la visión sobre China es de una desaceleración controlada,-0.7895,-0.0299,NEUTRAL,SI
RPM-2014-10-16:T55,2014-10-16,Sebastián Claro Edwards,Consejero,CONSEJO,-0.75,DOVISH,su voto es por bajar la TPM a 3%,0.6,-0.622,DOVISH,SI
RPM-2015-02-12:T15,2015-02-12,Miguel Fuentes Díaz,Gerente de Análisis Macroeconómico,STAFF,0.0,NEUTRAL,los EMBI en los demás países europeos han tendido a reducirse,0.0,-0.0282,NEUTRAL,SI
RPM-2015-04-16:T69,2015-04-16,Rodrigo Vergara Montes,Presidente del Banco Central,CONSEJO,0.25,NEUTRAL,la trayectoria inflacionaria requiere todavía de un atento seguimiento,-0.3846,-0.481,DOVISH,NO
RPM-2015-08-13:T44,2015-08-13,Rodrigo Vergara Montes,Presidente del Banco Central,CONSEJO,0.75,HAWKISH,la inflación ha permanecido sobre 4% durante un año y medio,0.0,0.8617,HAWKISH,SI
RPM-2015-10-15:T28,2015-10-15,Sebastián Claro Edwards,Vicepresidente del Banco Central,CONSEJO,-0.25,NEUTRAL,se ha sobreestimado la relevancia de la eventual alza de la tasa de instancia norteamericana,0.5,0.0003,NEUTRAL,SI
RPM-2015-12-17:T25,2015-12-17,Diego Gianelli Gómez,Jefe del Departamento Análisis Internacional,STAFF,0.0,NEUTRAL,existe poco espacio fiscal y monetario para suavizar el ciclo adverso,0.3333,-0.0046,NEUTRAL,SI
RPM-2005-01-11:T51,2005-01-11,Jorge Desormeaux Jiménez,Consejero,CONSEJO,0.75,HAWKISH,su voto es por subir la tasa de política monetaria en el monto señalado,0.4,0.2388,NEUTRAL,NO
RPM-2005-03-10:T38,2005-03-10,Rodrigo Valdés Pulido,Gerente de División Estudios,STAFF,0.0,NEUTRAL,no puede ser que en el largo plazo la tasa de interés esté por debajo del crecimiento de la economía,0.3333,0.237,NEUTRAL,SI
RPM-2005-06-09:T35,2005-06-09,José De Gregorio Rebeco,Vicepresidente del Banco Central,CONSEJO,-0.25,NEUTRAL,le parece adecuado en el día de hoy pausar la estrategia de alza de tasas,0.6,0.1247,NEUTRAL,SI
RPM-2005-10-11:T44,2005-10-11,Manuel Marfán Lewis,Consejero,CONSEJO,0.5,HAWKISH,en 25 puntos base por cuarto mes consecutivo y vota en consecuencia,0.6364,0.6824,HAWKISH,SI
RPM-2006-02-09:T5,2006-02-09,Pablo García Silva,Gerente de Análisis Macroeconómico,STAFF,0.25,NEUTRAL,Las expectativas de inflación siguen bien ancladas en torno al centro del rango meta,0.0,0.0109,NEUTRAL,SI
RPM-2006-07-13:T67,2006-07-13,José De Gregorio Rebeco,Vicepresidente del Banco Central,CONSEJO,0.25,NEUTRAL,Las condiciones financieras no siguieron reduciendo su grado de expansividad,0.6923,0.8549,HAWKISH,NO
RPM-2006-10-12:T37,2006-10-12,Manuel Marfán Lewis,Consejero,CONSEJO,0.25,NEUTRAL,no le parece que pueda descartarse un escenario en que se produzca un desanclaje de las expectativas,0.5556,0.1948,NEUTRAL,SI
RPM-2006-12-14:T19,2006-12-14,Igal Magendzo Weinberger,Gerente de Análisis Macroeconómico,STAFF,0.25,NEUTRAL,un Imacec de octubre que creció por sobre 5% anual,-0.6,-0.0614,NEUTRAL,SI
RPM-2007-01-11:T27,2007-01-11,Manuel Marfán Lewis,Consejero,CONSEJO,0.0,NEUTRAL,el rol de éste es más bien ir adelante del mercado para tratar de monitorear esas expectativas,0.0,0.0098,NEUTRAL,SI
RPM-2007-03-15:T4,2007-03-15,Igal Magendzo Weinberger,Gerente de Análisis Macroeconómico,STAFF,-0.25,NEUTRAL,las fuertes turbulencias que se observaron en los mercados financieros internacionales,0.0,-0.5675,DOVISH,NO
RPM-2007-04-12:T59,2007-04-12,Esteban Jadresic Marinovic,Gerente de División Operaciones Financieras,STAFF,-0.25,NEUTRAL,se sigue justificando una reducción en los términos que se contemplaba,0.04,0.0803,NEUTRAL,SI
RPM-2007-09-13:T18,2007-09-13,Esteban Jadresic Marinovic,Gerente de División Operaciones Financieras,STAFF,0.0,NEUTRAL,el indicador más correcto es el credit default swap,0.0,-0.0144,NEUTRAL,SI
RPM-2007-09-13:T81,2007-09-13,Jorge Desormeaux Jiménez,Consejero,CONSEJO,0.75,HAWKISH,vota por un alza de 25 puntos base en la Tasa de Política Monetaria,0.6923,0.9004,HAWKISH,SI
RPM-2007-11-13:T2,2007-11-13,Vittorio Corbo Lioi,Presidente del Banco Central,CONSEJO,0.0,NEUTRAL,el Ministro de Hacienda señor Andrés Velasco no asistirá a la Sesión del día de hoy,0.0,-0.2536,NEUTRAL,SI
RPM-2007-12-13:T29,2007-12-13,Igal Magendzo Weinberger,Gerente de División Estudios (S),STAFF,0.25,NEUTRAL,anticipándose un aumento de 25 puntos base en el primer trimestre del 2008,-0.617,0.2106,NEUTRAL,SI
RPM-2008-04-10:T32,2008-04-10,Pablo García Silva,Gerente de División Estudios,STAFF,0.25,NEUTRAL,no se podía descartar un ajuste adicional de la Tasa de Política Monetaria,0.3333,0.4208,NEUTRAL,SI
RPM-2008-06-10:T16,2008-06-10,Sergio Lehmann Beresi,Gerente de Análisis Internacional,STAFF,0.25,NEUTRAL,ha llevado a expectativas de aumento que se hacen más evidentes en el caso de Europa,0.0,-0.109,NEUTRAL,SI
RPM-2008-08-14:T33,2008-08-14,Sergio Lehmann Beresi,Gerente de Análisis Internacional,STAFF,-0.25,NEUTRAL,las trayectorias que hoy día se están esperando son algo más bajas que lo que estaban en ese entonces,0.0,-0.6099,DOVISH,NO
RPM-2008-09-04:T15,2008-09-04,Sergio Lehmann Beresi,Gerente de Análisis Internacional,STAFF,-0.5,DOVISH,se corrige a la baja la proyección para el año 2008,-0.5,-0.1356,NEUTRAL,NO
RPM-2008-11-13:T8,2008-11-13,José De Gregorio Rebeco,Presidente del Banco Central,CONSEJO,-0.5,DOVISH,su impresión global es que la situación se viene mucho peor de lo que se preveía,0.0,-0.0771,NEUTRAL,NO
RPM-2009-02-12:T11,2009-02-12,Sergio Lehmann Beresi,Gerente de Análisis Internacional,STAFF,-0.25,NEUTRAL,"en el caso de Corea y Japón, que son los países que muestran deterioros más relevantes",0.0,-0.2895,NEUTRAL,SI
RPM-2009-02-12:T91,2009-02-12,José De Gregorio Rebeco,Presidente del Banco Central,CONSEJO,-1.0,DOVISH,"tres votos por bajar la tasa en 250 puntos base y otros dos, por disminuirla en 200 puntos base",-0.8095,-0.9616,DOVISH,SI
RPM-2009-06-16:T85,2009-06-16,Kevin Cowan Logan,Gerente de División Política Financiera,STAFF,-0.75,DOVISH,un claro mensaje de persistencia de tasas bajas en el comunicado,-0.6,-0.1379,NEUTRAL,NO
RPM-2009-07-09:T74,2009-07-09,Manuel Marfán Lewis,Consejero,CONSEJO,-0.25,NEUTRAL,"cuando sube el nivel de riesgo, los bancos limitan el otorgamiento de créditos",0.0,0.0136,NEUTRAL,SI
RPM-2009-10-13:T23,2009-10-13,Sergio Lehmann Beresi,Gerente de Análisis Internacional,STAFF,0.0,NEUTRAL,los spreads Libor OIS a un mes están bastante estables,0.0,-0.1044,NEUTRAL,SI
RPM-2009-11-12:T60,2009-11-12,Claudio Soto Gamboa,Gerente de Análisis Macroeconómico,STAFF,0.25,NEUTRAL,las perspectivas de un mejor entorno de crecimiento han seguido asentándose,0.0,-0.0955,NEUTRAL,SI
RPM-2010-01-14:T53,2010-01-14,Rodrigo Vergara Montes,Consejero,CONSEJO,0.0,NEUTRAL,el Consejero señor Rodrigo Vergara vota por mantener la TPM en su nivel actual,0.2,0.0179,NEUTRAL,SI
RPM-2010-02-11:T27,2010-02-11,Pablo Pincheira Brown,Gerente de Investigación Económica (S),STAFF,0.0,NEUTRAL,en Chile había claramente una mayor persistencia de la inflación subyacente,0.3333,-0.0181,NEUTRAL,SI
RPM-2010-04-15:T79,2010-04-15,Rodrigo Vergara Montes,Consejero,CONSEJO,0.25,NEUTRAL,el comienzo del proceso de normalización de la política monetaria se vislumbra cercano,0.5,0.2035,NEUTRAL,SI
RPM-2010-06-15:T78,2010-06-15,Pablo García Silva,Gerente de División Estudios,STAFF,0.25,NEUTRAL,se acercaba el momento de iniciar el proceso de normalización de la política monetaria,0.6667,0.4023,HAWKISH,NO
RPM-2010-07-15:T56,2010-07-15,Claudio Soto Gamboa,Gerente de Análisis Macroeconómico,STAFF,0.25,NEUTRAL,"hasta 5,9%, debido, fundamentalmente, a una sorpresa en industria en el mes de mayo",0.0,-0.5604,DOVISH,NO
RPM-2010-12-16:T57,2010-12-16,Luis Óscar Herrera Barriga,Gerente de División Estudios,STAFF,0.5,HAWKISH,continuar retirando estímulo monetario de la economía,0.7333,0.4927,HAWKISH,SI
RPM-2011-02-17:T102,2011-02-17,Enrique Marshall Rivera,Consejero,CONSEJO,0.75,HAWKISH,vota por aumentar la TPM en 25 puntos base,-0.2727,0.8711,HAWKISH,SI
RPM-2011-04-12:T44,2011-04-12,Claudio Soto Gamboa,Gerente de Análisis Macroeconómico,STAFF,0.0,NEUTRAL,"esta reaceleración será más bien transitoria, ya que la demanda volvería a moderarse en el segundo trimestre",0.0,-0.0024,NEUTRAL,SI
RPM-2011-06-14:T74,2011-06-14,Sebastián Claro Edwards,Consejero,CONSEJO,0.5,HAWKISH,"vota por subir la TPM a 5,25%",0.6364,0.3668,NEUTRAL,NO
RPM-2011-08-18:T76,2011-08-18,Sebastián Claro Edwards,Consejero,CONSEJO,-0.25,NEUTRAL,las últimas semanas han estado marcadas por un importante deterioro de las condiciones externas,0.0,-0.8337,DOVISH,NO
RPM-2011-11-15:T84,2011-11-15,Manuel Marfán Lewis,Vicepresidente del Banco Central,CONSEJO,-0.5,DOVISH,los riesgos son significativamente mayores que en las Reuniones anteriores,-0.6667,-0.9373,DOVISH,SI
RPM-2012-01-12:T43,2012-01-12,Claudio Soto Gamboa,Gerente de Análisis Macroeconómico,STAFF,-0.25,NEUTRAL,las tasas reales tendieron a caer desde la última Reunión,0.0,-0.0403,NEUTRAL,SI
RPM-2012-02-14:T76,2012-02-14,Luis Óscar Herrera Barriga,Gerente de División Estudios,STAFF,-0.25,NEUTRAL,continúa el deterioro en las perspectivas de crecimiento de la región,-0.1667,-0.5702,DOVISH,NO
RPM-2012-05-17:T3,2012-05-17,Sergio Lehmann Beresi,Gerente de Análisis Internacional,STAFF,-0.5,DOVISH,se advierten mayores posibilidades de que Grecia abandone el euro,-0.5,-0.1833,NEUTRAL,NO
RPM-2012-07-12:T44,2012-07-12,Claudio Soto Gamboa,Gerente de Análisis Macroeconómico,STAFF,-0.25,NEUTRAL,podría estar más abierta que lo considerado anteriormente,0.0,-0.224,NEUTRAL,SI
RPM-2012-08-16:T55,2012-08-16,Felipe Larraín Bascuñán,Ministro de Hacienda,HACIENDA,-0.25,NEUTRAL,"estima que parece adecuado mantener la pausa, para seguir evaluando el escenario externo",-0.8571,-0.446,DOVISH,NO
RPM-2012-10-18:T35,2012-10-18,Luis Óscar Herrera Barriga,Gerente de División Estudios,STAFF,0.0,NEUTRAL,tanto Australia como Nueva Zelanda vivieron un período de burbuja inmobiliaria,0.2727,-0.0632,NEUTRAL,SI
RPM-2012-11-13:T28,2012-11-13,Claudio Soto Gamboa,Gerente de Análisis Macroeconómico,STAFF,0.0,NEUTRAL,las expectativas de las empresas no solo se mantienen en un terreno bastante positivo,0.0,-0.3112,NEUTRAL,SI
RPM-2013-03-14:T29,2013-03-14,Claudio Soto Gamboa,Gerente de Análisis Macroeconómico,STAFF,0.25,NEUTRAL,"la EEE refleja por primera vez un alza adicional de la TPM hasta 5,5%",0.5556,-0.0292,NEUTRAL,SI
RPM-2013-05-16:T18,2013-05-16,Rodrigo Vergara Montes,Presidente del Banco Central,CONSEJO,-0.25,NEUTRAL,su sector real aún no muestra signo alguno de recuperación,-0.5556,-0.0029,NEUTRAL,SI
