ID_Intervencion	Fecha	Actor	N_Op	Tipo	Antes	Despues	Justificacion
RPM-2010-01-14:2844:1	2010-01-14	Sergio Lehmann Beresi	1	LETRA_CONFUNDIDA	ntos registrados en ios meses previos, 	ntos registrados en los meses previos, 	"""ios"" por ""los"": la l se leyo como i, la misma regla que produce ""ai"" por ""al"" (§12). Medido: 90 apariciones en 88 filas contra 32.215 de ""los"". ""ios"" no es palabra del español. Se comprobo la palabra que precede a las 90 y en todas corresponde un articulo: de 25, en 14, que 12, a 9, para 5, todos 3, con 2, y 2, por 2, y el resto tras cuando, durante, analizan, septiembre, o una comilla de apertura."
RPM-2010-01-14:2874:2	2010-01-14	Matías Bernier Bórquez	1	LETRA_CONFUNDIDA	tera de liquidez de ios bancos, aunque 	tera de liquidez de los bancos, aunque 	"""ios"" por ""los"": la l se leyo como i, la misma regla que produce ""ai"" por ""al"" (§12). Medido: 90 apariciones en 88 filas contra 32.215 de ""los"". ""ios"" no es palabra del español. Se comprobo la palabra que precede a las 90 y en todas corresponde un articulo: de 25, en 14, que 12, a 9, para 5, todos 3, con 2, y 2, por 2, y el resto tras cuando, durante, analizan, septiembre, o una comilla de apertura."
RPM-2010-02-11:2891:4	2010-02-11	Sergio Lehmann Beresi	1	LETRA_CONFUNDIDA	ente en Europa, por ios motivos expuest	ente en Europa, por los motivos expuest	"""ios"" por ""los"": la l se leyo como i, la misma regla que produce ""ai"" por ""al"" (§12). Medido: 90 apariciones en 88 filas contra 32.215 de ""los"". ""ios"" no es palabra del español. Se comprobo la palabra que precede a las 90 y en todas corresponde un articulo: de 25, en 14, que 12, a 9, para 5, todos 3, con 2, y 2, por 2, y el resto tras cuando, durante, analizan, septiembre, o una comilla de apertura."
RPM-2010-05-13:3124:1	2010-05-13	Manuel Marfán Lewis	1	LETRA_CONFUNDIDA	e de las noticias de! Ministro respec	e de las noticias del Ministro respec	"Signo de exclamación en lugar de la ele final. Medido: 42 apariciones, y todas dan palabra válida al reponer la l: de! 31 (del), coyuntura! 2, a! 2 (al), e! 2 (el), diferencia!, rea!, genera!, anua!, metano!. Se revisaron las nueve formas una por una y los cuatro casos límite (a!, e!) en su contexto: ""sorprendieron en algo a! alza"", ""precisa que e! planteamiento"", ""acceso a! financiamiento"", ""acuerdo sobre e! Mecanismo"". Ninguna es una exclamación real."
RPM-2010-06-15:3131:2	2010-06-15	Sergio Lehmann Beresi	1	LETRA_CONFUNDIDA	e alguna manera, en ios mercados americ	e alguna manera, en los mercados americ	"""ios"" por ""los"": la l se leyo como i, la misma regla que produce ""ai"" por ""al"" (§12). Medido: 90 apariciones en 88 filas contra 32.215 de ""los"". ""ios"" no es palabra del español. Se comprobo la palabra que precede a las 90 y en todas corresponde un articulo: de 25, en 14, que 12, a 9, para 5, todos 3, con 2, y 2, por 2, y el resto tras cuando, durante, analizan, septiembre, o una comilla de apertura."
RPM-2010-06-15:3193:3	2010-06-15	Pablo García Silva	1	LETRA_CONFUNDIDA	término, indica que ios mercados financ	término, indica que los mercados financ	"""ios"" por ""los"": la l se leyo como i, la misma regla que produce ""ai"" por ""al"" (§12). Medido: 90 apariciones en 88 filas contra 32.215 de ""los"". ""ios"" no es palabra del español. Se comprobo la palabra que precede a las 90 y en todas corresponde un articulo: de 25, en 14, que 12, a 9, para 5, todos 3, con 2, y 2, por 2, y el resto tras cuando, durante, analizan, septiembre, o una comilla de apertura."
RPM-2010-06-15:3193:3	2010-06-15	Pablo García Silva	2	PUNTUACION	 TPM.	 TPM,	Punto en vez de coma. Medido en el corpus: un punto seguido de espacio y de una palabra en minúscula aparece 109 veces; de esas, 18 son abreviaturas legítimas cuyo punto les pertenece («EE.UU.» 10, «hrs.» 6, «pp.» 1, «pb.» 1), 4 son basura de OCR tras el punto y 10 son palabras sueltas de margen o encabezados residuales («votación» 4, «interno» 3, «comentarios», «mencionada», «caso», «internamente»). Quedan 91 en que la oración continúa en minúscula y por tanto el punto no puede ser de cierre: la marca correcta es la coma. Cada caso se leyó uno por uno.
RPM-2010-07-15:3213:1	2010-07-15	Pablo García Silva	1	LETRA_CONFUNDIDA	que son similares a ios que considera l	que son similares a los que considera l	"""ios"" por ""los"": la l se leyo como i, la misma regla que produce ""ai"" por ""al"" (§12). Medido: 90 apariciones en 88 filas contra 32.215 de ""los"". ""ios"" no es palabra del español. Se comprobo la palabra que precede a las 90 y en todas corresponde un articulo: de 25, en 14, que 12, a 9, para 5, todos 3, con 2, y 2, por 2, y el resto tras cuando, durante, analizan, septiembre, o una comilla de apertura."
RPM-2010-12-16:3590:1	2010-12-16	Sergio Lehmann Beresi	1	LETRA_CONFUNDIDA	os días. Agrega que ios premios corpora	os días. Agrega que los premios corpora	"""ios"" por ""los"": la l se leyo como i, la misma regla que produce ""ai"" por ""al"" (§12). Medido: 90 apariciones en 88 filas contra 32.215 de ""los"". ""ios"" no es palabra del español. Se comprobo la palabra que precede a las 90 y en todas corresponde un articulo: de 25, en 14, que 12, a 9, para 5, todos 3, con 2, y 2, por 2, y el resto tras cuando, durante, analizan, septiembre, o una comilla de apertura."
RPM-2010-12-16:3591:1	2010-12-16	Sergio Lehmann Beresi	1	LETRA_CONFUNDIDA	al. En relación con ios bonos periféric	al. En relación con los bonos periféric	"""ios"" por ""los"": la l se leyo como i, la misma regla que produce ""ai"" por ""al"" (§12). Medido: 90 apariciones en 88 filas contra 32.215 de ""los"". ""ios"" no es palabra del español. Se comprobo la palabra que precede a las 90 y en todas corresponde un articulo: de 25, en 14, que 12, a 9, para 5, todos 3, con 2, y 2, por 2, y el resto tras cuando, durante, analizan, septiembre, o una comilla de apertura."
RPM-2010-12-16:3641:1	2010-12-16	Consejo del Banco Central de Chile	1	LETRA_CONFUNDIDA	mías emergentes. En ios mercados financ	mías emergentes. En los mercados financ	"""ios"" por ""los"": la l se leyo como i, la misma regla que produce ""ai"" por ""al"" (§12). Medido: 90 apariciones en 88 filas contra 32.215 de ""los"". ""ios"" no es palabra del español. Se comprobo la palabra que precede a las 90 y en todas corresponde un articulo: de 25, en 14, que 12, a 9, para 5, todos 3, con 2, y 2, por 2, y el resto tras cuando, durante, analizan, septiembre, o una comilla de apertura."
RPM-2011-02-17:3739:1	2011-02-17	Beltrán de Ramón Acevedo	1	LETRA_CONFUNDIDA	de Ramón indica que ios fondos de inver	de Ramón indica que los fondos de inver	"""ios"" por ""los"": la l se leyo como i, la misma regla que produce ""ai"" por ""al"" (§12). Medido: 90 apariciones en 88 filas contra 32.215 de ""los"". ""ios"" no es palabra del español. Se comprobo la palabra que precede a las 90 y en todas corresponde un articulo: de 25, en 14, que 12, a 9, para 5, todos 3, con 2, y 2, por 2, y el resto tras cuando, durante, analizan, septiembre, o una comilla de apertura."
RPM-2011-02-17:3770:1	2011-02-17	Claudio Soto Gamboa	1	LETRA_CONFUNDIDA	 parte del IVA y de ios derechos de imp	 parte del IVA y de los derechos de imp	"""ios"" por ""los"": la l se leyo como i, la misma regla que produce ""ai"" por ""al"" (§12). Medido: 90 apariciones en 88 filas contra 32.215 de ""los"". ""ios"" no es palabra del español. Se comprobo la palabra que precede a las 90 y en todas corresponde un articulo: de 25, en 14, que 12, a 9, para 5, todos 3, con 2, y 2, por 2, y el resto tras cuando, durante, analizan, septiembre, o una comilla de apertura."
RPM-2011-02-17:3788:1	2011-02-17	Claudio Soto Gamboa	1	LETRA_CONFUNDIDA	 consideraron todos ios otros fundament	 consideraron todos los otros fundament	"""ios"" por ""los"": la l se leyo como i, la misma regla que produce ""ai"" por ""al"" (§12). Medido: 90 apariciones en 88 filas contra 32.215 de ""los"". ""ios"" no es palabra del español. Se comprobo la palabra que precede a las 90 y en todas corresponde un articulo: de 25, en 14, que 12, a 9, para 5, todos 3, con 2, y 2, por 2, y el resto tras cuando, durante, analizan, septiembre, o una comilla de apertura."
RPM-2011-02-17:3813:2	2011-02-17	José De Gregorio Rebeco	1	LETRA_CONFUNDIDA	umentando la TPM en ios próximos meses.	umentando la TPM en los próximos meses.	"""ios"" por ""los"": la l se leyo como i, la misma regla que produce ""ai"" por ""al"" (§12). Medido: 90 apariciones en 88 filas contra 32.215 de ""los"". ""ios"" no es palabra del español. Se comprobo la palabra que precede a las 90 y en todas corresponde un articulo: de 25, en 14, que 12, a 9, para 5, todos 3, con 2, y 2, por 2, y el resto tras cuando, durante, analizan, septiembre, o una comilla de apertura."
RPM-2011-03-17:3839:1	2011-03-17	José De Gregorio Rebeco	1	LETRA_CONFUNDIDA	cada”, porque todos ios países incluido	cada”, porque todos los países incluido	"""ios"" por ""los"": la l se leyo como i, la misma regla que produce ""ai"" por ""al"" (§12). Medido: 90 apariciones en 88 filas contra 32.215 de ""los"". ""ios"" no es palabra del español. Se comprobo la palabra que precede a las 90 y en todas corresponde un articulo: de 25, en 14, que 12, a 9, para 5, todos 3, con 2, y 2, por 2, y el resto tras cuando, durante, analizan, septiembre, o una comilla de apertura."
RPM-2011-03-17:3849:1	2011-03-17	Claudio Soto Gamboa	1	LETRA_CONFUNDIDA	a de los precios de ios combustibles. P	a de los precios de los combustibles. P	"""ios"" por ""los"": la l se leyo como i, la misma regla que produce ""ai"" por ""al"" (§12). Medido: 90 apariciones en 88 filas contra 32.215 de ""los"". ""ios"" no es palabra del español. Se comprobo la palabra que precede a las 90 y en todas corresponde un articulo: de 25, en 14, que 12, a 9, para 5, todos 3, con 2, y 2, por 2, y el resto tras cuando, durante, analizan, septiembre, o una comilla de apertura."
RPM-2011-03-17:3880:1	2011-03-17	Claudio Soto Gamboa	1	LETRA_CONFUNDIDA	a, especialmente en ios plazos más cort	a, especialmente en los plazos más cort	"""ios"" por ""los"": la l se leyo como i, la misma regla que produce ""ai"" por ""al"" (§12). Medido: 90 apariciones en 88 filas contra 32.215 de ""los"". ""ios"" no es palabra del español. Se comprobo la palabra que precede a las 90 y en todas corresponde un articulo: de 25, en 14, que 12, a 9, para 5, todos 3, con 2, y 2, por 2, y el resto tras cuando, durante, analizan, septiembre, o una comilla de apertura."
RPM-2011-11-15:4455:1	2011-11-15	Sebastián Claro Edwards	1	LETRA_CONFUNDIDA	prendieron en algo a! alza. Más allá 	prendieron en algo al alza. Más allá 	"Signo de exclamación en lugar de la ele final. Medido: 42 apariciones, y todas dan palabra válida al reponer la l: de! 31 (del), coyuntura! 2, a! 2 (al), e! 2 (el), diferencia!, rea!, genera!, anua!, metano!. Se revisaron las nueve formas una por una y los cuatro casos límite (a!, e!) en su contexto: ""sorprendieron en algo a! alza"", ""precisa que e! planteamiento"", ""acceso a! financiamiento"", ""acuerdo sobre e! Mecanismo"". Ninguna es una exclamación real."
RPM-2012-12-13:5258:1	2012-12-13	Joaquín Vial Ruiz-Tagle	1	LETRA_CONFUNDIDA	diciones de acceso a! financiamiento 	diciones de acceso al financiamiento 	"Signo de exclamación en lugar de la ele final. Medido: 42 apariciones, y todas dan palabra válida al reponer la l: de! 31 (del), coyuntura! 2, a! 2 (al), e! 2 (el), diferencia!, rea!, genera!, anua!, metano!. Se revisaron las nueve formas una por una y los cuatro casos límite (a!, e!) en su contexto: ""sorprendieron en algo a! alza"", ""precisa que e! planteamiento"", ""acceso a! financiamiento"", ""acuerdo sobre e! Mecanismo"". Ninguna es una exclamación real."
RPM-2013-04-11:5503:1	2013-04-11	Felipe Larraín Bascuñán	1	LETRA_CONFUNDIDA	vado en el resto de ios mercados mundia	vado en el resto de los mercados mundia	"""ios"" por ""los"": la l se leyo como i, la misma regla que produce ""ai"" por ""al"" (§12). Medido: 90 apariciones en 88 filas contra 32.215 de ""los"". ""ios"" no es palabra del español. Se comprobo la palabra que precede a las 90 y en todas corresponde un articulo: de 25, en 14, que 12, a 9, para 5, todos 3, con 2, y 2, por 2, y el resto tras cuando, durante, analizan, septiembre, o una comilla de apertura."
RPM-2014-03-13:6067:1	2014-03-13	Sergio Lehmann Beresi	1	LETRA_CONFUNDIDA	nden al promedio de ios meses de enero 	nden al promedio de los meses de enero 	"""ios"" por ""los"": la l se leyo como i, la misma regla que produce ""ai"" por ""al"" (§12). Medido: 90 apariciones en 88 filas contra 32.215 de ""los"". ""ios"" no es palabra del español. Se comprobo la palabra que precede a las 90 y en todas corresponde un articulo: de 25, en 14, que 12, a 9, para 5, todos 3, con 2, y 2, por 2, y el resto tras cuando, durante, analizan, septiembre, o una comilla de apertura."
RPM-2014-03-13:6067:1	2014-03-13	Sergio Lehmann Beresi	2	ACENTO_FALTANTE	 depreciación en el ultimo mes, ubicándose	 depreciación en el último mes, ubicándose	Tilde faltante, grupo B1: la forma sin tilde sí existe como verbo, adjetivo o participio, así que se leyó cada ocurrencia con su contexto y se decidió una por una. Donde la forma es mixta en el corpus se usa un par con contexto, para no tocar las apariciones legítimas. Casos leídos y NO corregidos porque son correctos: «un panorama benigno que limite las presiones» y «medidas que limite este accionar» (subjuntivo del verbo limitar, no el sustantivo), y «una eventual década perdida» (participio de perder, no el sustantivo pérdida). Los 29 que sí se corrigen son sustantivos, adjetivos, pretéritos o la fórmula «Por último» / «A título de».
RPM-2014-03-13:6067:1	2014-03-13	Sergio Lehmann Beresi	3	SIMBOLO_SUELTO	dólar. ' Al	dólar. Al	Apóstrofo suelto entre dos oraciones completas, sin glifo de basura alrededor: «...en torno a $11 por dólar. Al proseguir con su presentación...». No abre ninguna cita (la fila no tiene comillas) y no tiene lectura. Tipo SIMBOLO_SUELTO (§29).
RPM-2014-03-13:6081:1	2014-03-13	Miguel Fuentes Díaz	1	LETRA_CONFUNDIDA	 parte, comenta que ios niveles de ries	 parte, comenta que los niveles de ries	"""ios"" por ""los"": la l se leyo como i, la misma regla que produce ""ai"" por ""al"" (§12). Medido: 90 apariciones en 88 filas contra 32.215 de ""los"". ""ios"" no es palabra del español. Se comprobo la palabra que precede a las 90 y en todas corresponde un articulo: de 25, en 14, que 12, a 9, para 5, todos 3, con 2, y 2, por 2, y el resto tras cuando, durante, analizan, septiembre, o una comilla de apertura."
RPM-2014-03-13:6105:1	2014-03-13	Pablo García Silva	1	LETRA_CONFUNDIDA	 con lo que esperan ios agentes privado	 con lo que esperan los agentes privado	"""ios"" por ""los"": la l se leyo como i, la misma regla que produce ""ai"" por ""al"" (§12). Medido: 90 apariciones en 88 filas contra 32.215 de ""los"". ""ios"" no es palabra del español. Se comprobo la palabra que precede a las 90 y en todas corresponde un articulo: de 25, en 14, que 12, a 9, para 5, todos 3, con 2, y 2, por 2, y el resto tras cuando, durante, analizan, septiembre, o una comilla de apertura."
RPM-2014-03-13:6111:1	2014-03-13	Enrique Marshall Rivera	1	LETRA_CONFUNDIDA	 que se espera para ios próximos meses.	 que se espera para los próximos meses.	"""ios"" por ""los"": la l se leyo como i, la misma regla que produce ""ai"" por ""al"" (§12). Medido: 90 apariciones en 88 filas contra 32.215 de ""los"". ""ios"" no es palabra del español. Se comprobo la palabra que precede a las 90 y en todas corresponde un articulo: de 25, en 14, que 12, a 9, para 5, todos 3, con 2, y 2, por 2, y el resto tras cuando, durante, analizan, septiembre, o una comilla de apertura."
RPM-2014-03-13:6111:1	2014-03-13	Enrique Marshall Rivera	2	ACENTO_INDEBIDO	magnitud del ajuste cambíario observado, esti	magnitud del ajuste cambiario observado, esti	Acento espurio: con esa tilde la palabra no existe en español. Forma correcta atestiguada 213 veces en el corpus. Detectado por el escáner transversal de acentos y arbitrado uno por uno: se corrigieron sólo los casos en que la forma observada no es palabra en ninguna acepción. Se excluyeron los pares mínimos legítimos (terminó/término, cambió/cambio, dónde/donde, éstos/estos, período/periodo) y las formas que sí existen como verbo o adjetivo (solícita, varías, contraría, complementarías).
RPM-2014-04-17:6117:1	2014-04-17	Sergio Lehmann Beresi	1	LETRA_CONFUNDIDA	ó un acuerdo sobre e! Mecanismo Único	ó un acuerdo sobre el Mecanismo Único	"Signo de exclamación en lugar de la ele final. Medido: 42 apariciones, y todas dan palabra válida al reponer la l: de! 31 (del), coyuntura! 2, a! 2 (al), e! 2 (el), diferencia!, rea!, genera!, anua!, metano!. Se revisaron las nueve formas una por una y los cuatro casos límite (a!, e!) en su contexto: ""sorprendieron en algo a! alza"", ""precisa que e! planteamiento"", ""acceso a! financiamiento"", ""acuerdo sobre e! Mecanismo"". Ninguna es una exclamación real."
RPM-2014-04-17:6123:1	2014-04-17	Sergio Lehmann Beresi	1	LETRA_CONFUNDIDA	tubre o noviembre de! presente año, y	tubre o noviembre del presente año, y	"Signo de exclamación en lugar de la ele final. Medido: 42 apariciones, y todas dan palabra válida al reponer la l: de! 31 (del), coyuntura! 2, a! 2 (al), e! 2 (el), diferencia!, rea!, genera!, anua!, metano!. Se revisaron las nueve formas una por una y los cuatro casos límite (a!, e!) en su contexto: ""sorprendieron en algo a! alza"", ""precisa que e! planteamiento"", ""acceso a! financiamiento"", ""acuerdo sobre e! Mecanismo"". Ninguna es una exclamación real."
RPM-2015-06-11:6821:1	2015-06-11	Diego Gianelli Gómez	1	LETRA_CONFUNDIDA	esgo han presionado ios precios de acti	esgo han presionado los precios de acti	"""ios"" por ""los"": la l se leyo como i, la misma regla que produce ""ai"" por ""al"" (§12). Medido: 90 apariciones en 88 filas contra 32.215 de ""los"". ""ios"" no es palabra del español. Se comprobo la palabra que precede a las 90 y en todas corresponde un articulo: de 25, en 14, que 12, a 9, para 5, todos 3, con 2, y 2, por 2, y el resto tras cuando, durante, analizan, septiembre, o una comilla de apertura."
RPM-2015-07-14:6904:1	2015-07-14	Alberto Naudon Dell'Oro	1	LETRA_CONFUNDIDA	adosos en el uso de ios adjetivos. En m	adosos en el uso de los adjetivos. En m	"""ios"" por ""los"": la l se leyo como i, la misma regla que produce ""ai"" por ""al"" (§12). Medido: 90 apariciones en 88 filas contra 32.215 de ""los"". ""ios"" no es palabra del español. Se comprobo la palabra que precede a las 90 y en todas corresponde un articulo: de 25, en 14, que 12, a 9, para 5, todos 3, con 2, y 2, por 2, y el resto tras cuando, durante, analizan, septiembre, o una comilla de apertura."
RPM-2015-07-14:6904:1	2015-07-14	Alberto Naudon Dell'Oro	2	LETRA_CONFUNDIDA	ral cuestionarse si ios supuestos utili	ral cuestionarse si los supuestos utili	"""ios"" por ""los"": la l se leyo como i, la misma regla que produce ""ai"" por ""al"" (§12). Medido: 90 apariciones en 88 filas contra 32.215 de ""los"". ""ios"" no es palabra del español. Se comprobo la palabra que precede a las 90 y en todas corresponde un articulo: de 25, en 14, que 12, a 9, para 5, todos 3, con 2, y 2, por 2, y el resto tras cuando, durante, analizan, septiembre, o una comilla de apertura."
RPM-2015-07-14:6906:1	2015-07-14	Alberto Naudon Dell'Oro	1	LETRA_CONFUNDIDA	tividad, señala que ios datos conocidos	tividad, señala que los datos conocidos	"""ios"" por ""los"": la l se leyo como i, la misma regla que produce ""ai"" por ""al"" (§12). Medido: 90 apariciones en 88 filas contra 32.215 de ""los"". ""ios"" no es palabra del español. Se comprobo la palabra que precede a las 90 y en todas corresponde un articulo: de 25, en 14, que 12, a 9, para 5, todos 3, con 2, y 2, por 2, y el resto tras cuando, durante, analizan, septiembre, o una comilla de apertura."
RPM-2015-07-14:6916:1	2015-07-14	Consejo del Banco Central de Chile	1	LETRA_CONFUNDIDA	o la volatilidad de ios mercados financ	o la volatilidad de los mercados financ	"""ios"" por ""los"": la l se leyo como i, la misma regla que produce ""ai"" por ""al"" (§12). Medido: 90 apariciones en 88 filas contra 32.215 de ""los"". ""ios"" no es palabra del español. Se comprobo la palabra que precede a las 90 y en todas corresponde un articulo: de 25, en 14, que 12, a 9, para 5, todos 3, con 2, y 2, por 2, y el resto tras cuando, durante, analizan, septiembre, o una comilla de apertura."
RPM-2005-03-10:149:1	2005-03-10	Pablo García Silva	1	SIMBOLO_SUELTO	llones, respectivam ente—■ y un déficit en la c	llones, respectivamente— y un déficit en la c	Símbolo ■ con basura adyacente, residuo del escaneo. El tipo SIMBOLO_SUELTO fue creado justamente para estos casos («■V», «ry _<< ■» -> se elimina). Medido: 21 apariciones en 20 filas. Se trata cada una con su basura propia porque el ruido que la acompaña varía (■o J, ■,\y, ■', ■J, ■V, / ■ ' /, 4 / ■, i - /■, — f ■, ry _<< ■). En todos los casos las dos oraciones que rodean el residuo quedan completas sin él. Excepción: en 5802:2 se elimina solo el ■ y se deja el paréntesis abierto, porque esa fila ya está marcada RECONSTRUCCION_AMBIGUA_POR_COTEJAR con motivo FINAL_SIN_PUNTUACION. | Se extiende esta operación ya registrada en vez de añadir otra, porque la palabra partida cae dentro del mismo tramo: dos defectos en el mismo tramo se resuelven extendiendo, no apilando.
RPM-2005-03-10:149:1	2005-03-10	Pablo García Silva	2	PALABRA_PARTIDA	es puntual. Para el prim er cuarto del año,	es puntual. Para el primer cuarto del año,	Palabra partida en dos por un espacio espurio del OCR. Detectado por pasada transversal sobre las 9.723 filas: la palabra junta aparece 1736 veces en el corpus y ninguna de las dos mitades por separado es una palabra corriente, así que el espacio no puede ser real. Tipo PALABRA_PARTIDA.
RPM-2005-03-10:149:1	2005-03-10	Pablo García Silva	3	PALABRA_PARTIDA	ta financiera en el prim er mes del año— , 	ta financiera en el primer mes del año—, 	Palabra partida en dos por un espacio espurio del OCR. Detectado por pasada transversal sobre las 9.723 filas: la palabra junta aparece 1739 veces en el corpus y ninguna de las dos mitades por separado es una palabra corriente, así que el espacio no puede ser real. Tipo PALABRA_PARTIDA. Se enmienda además para quitar el espacio antes del signo, que cae dentro del mismo tramo: apilar una operación nueva habría dejado dos tramos solapados sin orden de aplicación posible (§15).
RPM-2005-03-10:149:1	2005-03-10	Pablo García Silva	4	ESPACIO_INDEBIDO	 millones— . En enero 	 millones—. En enero 	Espacio insertado antes del signo. En español el signo va pegado a la palabra o a la cifra que lo precede: no hay lectura en que el espacio sea correcto. Evidencia de fuente (§18): los dos PDFs del repositorio dan 0 ocurrencias del patrón y las 90 filas del corpus de esas mismas sesiones también, así que no es una característica del acta. La operación sólo quita el blanco; no altera ninguna palabra ni ninguna cifra.
RPM-2005-05-12:276:1	2005-05-12	José De Gregorio Rebeco	1	LETRA_CONFUNDIDA	centes asociadas al iPCX y al IPCX2. En 	centes asociadas al IPCX y al IPCX2. En 	"Sigla dañada por el glifo I/l. Medido en toda la salida: 26 apariciones de esta familia, y cada forma tiene su equivalente correcto ampliamente atestiguado en el corpus (el IPC 1.430, el IPoM 1.543, IPCX 649, IPCX1 469, el IPP 10). Se excluyeron de la pasada ""ellPEC"", ""dellPEC"" y ""ellMCE"" (fila 1719:4): aparecen junto a siglas que no se pueden corroborar en el corpus y no hay reconstruccion unica."
RPM-2005-07-12:308:1	2005-07-12	Manuel Marfán Lewis	1	LETRA_CONFUNDIDA	nflación subyacente ÍPCX1, en tanto, exhi	nflación subyacente IPCX1, en tanto, exhi	"Sigla dañada por el glifo I/l. Medido en toda la salida: 26 apariciones de esta familia, y cada forma tiene su equivalente correcto ampliamente atestiguado en el corpus (el IPC 1.430, el IPoM 1.543, IPCX 649, IPCX1 469, el IPP 10). Se excluyeron de la pasada ""ellPEC"", ""dellPEC"" y ""ellMCE"" (fila 1719:4): aparecen junto a siglas que no se pueden corroborar en el corpus y no hay reconstruccion unica."
RPM-2005-07-12:308:1	2005-07-12	Manuel Marfán Lewis	2	LETRA_CONFUNDIDA	to en el último IPOM	to en el último IPoM	Sigla mal compuesta. Medido en el corpus: «IPoM» aparece 2473 veces y «IPOM» 58, siempre el mismo documento, el Informe de Política Monetaria del Banco Central de Chile, cuya sigla lleva la o minúscula. El OCR leyó la o minúscula como O mayúscula.
RPM-2005-07-12:308:1	2005-07-12	Manuel Marfán Lewis	3	LETRA_CONFUNDIDA	do en el último IPOM	do en el último IPoM	Sigla mal compuesta. Medido en el corpus: «IPoM» aparece 2473 veces y «IPOM» 58, siempre el mismo documento, el Informe de Política Monetaria del Banco Central de Chile, cuya sigla lleva la o minúscula. El OCR leyó la o minúscula como O mayúscula.
RPM-2006-02-09:594:2	2006-02-09	Consejo del Banco Central de Chile	1	LETRA_CONFUNDIDA	n subyacente IPCX e ÍPCX1 (que excluyen c	n subyacente IPCX e IPCX1 (que excluyen c	"Sigla dañada por el glifo I/l. Medido en toda la salida: 26 apariciones de esta familia, y cada forma tiene su equivalente correcto ampliamente atestiguado en el corpus (el IPC 1.430, el IPoM 1.543, IPCX 649, IPCX1 469, el IPP 10). Se excluyeron de la pasada ""ellPEC"", ""dellPEC"" y ""ellMCE"" (fila 1719:4): aparecen junto a siglas que no se pueden corroborar en el corpus y no hay reconstruccion unica."
RPM-2007-04-12:1220:2	2007-04-12	Consejo del Banco Central de Chile	1	SIMBOLO_SUELTO	 primas también han aumentado. ■o J La información disponible sigu	 primas también han aumentado. La información disponible sigu	Símbolo ■ con basura adyacente, residuo del escaneo. El tipo SIMBOLO_SUELTO fue creado justamente para estos casos («■V», «ry _<< ■» -> se elimina). Medido: 21 apariciones en 20 filas. Se trata cada una con su basura propia porque el ruido que la acompaña varía (■o J, ■,\y, ■', ■J, ■V, / ■ ' /, 4 / ■, i - /■, — f ■, ry _<< ■). En todos los casos las dos oraciones que rodean el residuo quedan completas sin él. Excepción: en 5802:2 se elimina solo el ■ y se deja el paréntesis abierto, porque esa fila ya está marcada RECONSTRUCCION_AMBIGUA_POR_COTEJAR con motivo FINAL_SIN_PUNTUACION.
RPM-2007-04-12:1220:2	2007-04-12	Consejo del Banco Central de Chile	2	PUNTUACION	siguiente Acuerdo;	siguiente Acuerdo:	Pase transversal. La fórmula del Acuerdo es «el Consejo adopta/adoptó el siguiente Acuerdo: NNN-NN-NNMMDD - Tasa de Política Monetaria»: los dos puntos introducen el acuerdo enumerado, y un punto y coma no puede hacer eso. Medido en las 9.724 filas: la fórmula aparece 118 veces, 106 con dos puntos y 12 con punto y coma, y las 12 son estructuralmente idénticas a las otras —mismo número de acuerdo y mismo título a continuación—. El punto y coma es una lectura de OCR del dos puntos. Se corrigieron las 12 (2005-01-11, 2005-10-11, 2006-08-10, 2006-12-14, 2007-02-08, 2007-04-12, 2007-05-10, 2007-06-14, 2009-09-08, 2010-09-16, 2011-02-17, 2015-01-15). Es la misma evidencia que en §39 para «Siendo las 16; 15 horas» -> «16:15», donde también había 106 apariciones con dos puntos. Texto queda intacto.
RPM-2007-06-14:1308:2	2007-06-14	Consejo del Banco Central de Chile	1	LETRA_CONFUNDIDA	nflación subyacente IPCX 1 (que excluye co	nflación subyacente IPCX1 (que excluye co	"Sigla dañada por el glifo I/l. Medido en toda la salida: 26 apariciones de esta familia, y cada forma tiene su equivalente correcto ampliamente atestiguado en el corpus (el IPC 1.430, el IPoM 1.543, IPCX 649, IPCX1 469, el IPP 10). Se excluyeron de la pasada ""ellPEC"", ""dellPEC"" y ""ellMCE"" (fila 1719:4): aparecen junto a siglas que no se pueden corroborar en el corpus y no hay reconstruccion unica."
RPM-2007-06-14:1308:2	2007-06-14	Consejo del Banco Central de Chile	2	PALABRA_PARTIDA	En mérito de lo anteri or, el Consejo ado	En mérito de lo anterior, el Consejo ado	Palabra partida en dos por un espacio espurio del OCR. Detectado por pasada transversal sobre las 9.723 filas: la palabra junta aparece 2313 veces en el corpus y ninguna de las dos mitades por separado es una palabra corriente, así que el espacio no puede ser real. Tipo PALABRA_PARTIDA.
